firstName,lastName,fullName,avgRating,avgDifficulty,wouldTakeAgainPercent,numRatings,profLegacyId,schoolLongId,schoolName
Meighan,Dillon,Meighan Dillon,0.0,0.0,-1.0,0,2285548,U2Nob29sLTQ4MQ==,Kennesaw State University
Alexandria,Ruble,Alexandria Ruble,3.7,2.8,66.6667,9,2286630,U2Nob29sLTQ4MQ==,Kennesaw State University
Paul,Boshears,Paul Boshears,4.1,2.3,70.0,10,2287002,U2Nob29sLTQ4MQ==,Kennesaw State University
Virginia,Anderson,Virginia Anderson,3.1,4.1,52.6316,19,2287006,U2Nob29sLTQ4MQ==,Kennesaw State University
Erica,Pooler,Erica Pooler,4.5,2.0,96.5517,29,2288407,U2Nob29sLTQ4MQ==,Kennesaw State University
Sharon,Thomas,Sharon Thomas,1.0,4.0,0.0,1,2289643,U2Nob29sLTQ4MQ==,Kennesaw State University
Mohamed,Arafa,Mohamed Arafa,3.7,2.0,75.0,4,2290221,U2Nob29sLTQ4MQ==,Kennesaw State University
Jalessah,Jackson,Jalessah Jackson,2.7,3.5,42.8571,14,2290447,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,Yannuzzi,Thomas Yannuzzi,2.5,3.9,20.0,10,2290590,U2Nob29sLTQ4MQ==,Kennesaw State University
Wenhua,Hu,Wenhua Hu,2.7,2.7,33.3333,3,2290746,U2Nob29sLTQ4MQ==,Kennesaw State University
Donna,Farrington,Donna Farrington,3.7,3.9,71.4286,7,2291066,U2Nob29sLTQ4MQ==,Kennesaw State University
Maria,Suarez,Maria Suarez,1.8,4.2,15.3846,13,2291215,U2Nob29sLTQ4MQ==,Kennesaw State University
Sharren,Thomas,Sharren Thomas,1.7,4.7,28.5714,7,2291381,U2Nob29sLTQ4MQ==,Kennesaw State University
Cathleen,Lawson,Cathleen Lawson,2.4,4.4,40.0,5,2291550,U2Nob29sLTQ4MQ==,Kennesaw State University
Courtney,McCormick,Courtney McCormick,2.2,4.0,40.0,5,2292018,U2Nob29sLTQ4MQ==,Kennesaw State University
Sooyoung,Kim,Sooyoung Kim,5.0,2.0,100.0,1,2293887,U2Nob29sLTQ4MQ==,Kennesaw State University
Lisa,Kastello,Lisa Kastello,2.0,4.0,0.0,1,2294398,U2Nob29sLTQ4MQ==,Kennesaw State University
Richard,Hartnig,Richard Hartnig,4.9,1.7,100.0,13,2295574,U2Nob29sLTQ4MQ==,Kennesaw State University
Erin,Davis,Erin Davis,0.0,0.0,-1.0,0,2295752,U2Nob29sLTQ4MQ==,Kennesaw State University
Dalaal,Balawi,Dalaal Balawi,4.9,2.6,100.0,45,2295975,U2Nob29sLTQ4MQ==,Kennesaw State University
Edwin,McPherson,Edwin McPherson,5.0,2.0,100.0,1,2296283,U2Nob29sLTQ4MQ==,Kennesaw State University
Humberto,Guardiola,Humberto Guardiola,4.5,2.0,100.0,2,2296316,U2Nob29sLTQ4MQ==,Kennesaw State University
Natalie,Richoux,Natalie Richoux,3.2,2.2,60.0,5,2296366,U2Nob29sLTQ4MQ==,Kennesaw State University
Keke,Robinson,Keke Robinson,1.7,4.0,0.0,3,2296848,U2Nob29sLTQ4MQ==,Kennesaw State University
Michele,Mitchell,Michele Mitchell,4.3,4.0,100.0,3,2297011,U2Nob29sLTQ4MQ==,Kennesaw State University
Bailey,McAlister,Bailey McAlister,4.5,2.3,100.0,13,2297178,U2Nob29sLTQ4MQ==,Kennesaw State University
David,Marsh,David Marsh,5.0,2.0,100.0,1,2297682,U2Nob29sLTQ4MQ==,Kennesaw State University
Kate,Matthews,Kate Matthews,0.0,0.0,-1.0,0,2298834,U2Nob29sLTQ4MQ==,Kennesaw State University
Corey,Bradberry,Corey Bradberry,3.0,3.5,50.0,2,2300068,U2Nob29sLTQ4MQ==,Kennesaw State University
Miranda,Foley,Miranda Foley,5.0,2.0,100.0,1,2300155,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Robinson,Michael Robinson,4.6,2.1,85.7143,7,2300170,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrea,Davis,Andrea Davis,4.3,2.7,85.7143,7,2304925,U2Nob29sLTQ4MQ==,Kennesaw State University
Yan,Wang,Yan Wang,5.0,1.0,100.0,1,2306151,U2Nob29sLTQ4MQ==,Kennesaw State University
NeCall,Wilson,NeCall Wilson,2.8,2.4,66.6667,9,2307239,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Goodwin,Michael Goodwin,4.3,2.6,83.3333,18,2309108,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephen,Bullock,Stephen Bullock,2.2,4.0,25.0,4,2309354,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephanie,Shultz,Stephanie Shultz,5.0,2.3,100.0,3,2310190,U2Nob29sLTQ4MQ==,Kennesaw State University
Melissa,Liner,Melissa Liner,4.7,1.5,100.0,6,2310700,U2Nob29sLTQ4MQ==,Kennesaw State University
Lina,Tuschling,Lina Tuschling,5.0,2.7,100.0,3,2310824,U2Nob29sLTQ4MQ==,Kennesaw State University
Betsy,Smith,Betsy Smith,2.0,3.0,0.0,1,2311565,U2Nob29sLTQ4MQ==,Kennesaw State University
Johnson,Johnson,Johnson Johnson,0.0,0.0,-1.0,0,2313532,U2Nob29sLTQ4MQ==,Kennesaw State University
Colleen,McEdwards,Colleen McEdwards,5.0,3.0,100.0,1,2314158,U2Nob29sLTQ4MQ==,Kennesaw State University
Sue,Rinker,Sue Rinker,0.0,0.0,-1.0,0,2314170,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrew,McFarlane,Andrew McFarlane,4.3,2.3,83.3333,6,2314301,U2Nob29sLTQ4MQ==,Kennesaw State University
Legrant,Scott,Legrant Scott,5.0,2.0,100.0,2,2314647,U2Nob29sLTQ4MQ==,Kennesaw State University
Sherrie,Cade,Sherrie Cade,4.7,1.5,100.0,6,2315967,U2Nob29sLTQ4MQ==,Kennesaw State University
Chad,Morgan,Chad Morgan,4.4,2.4,100.0,5,2317132,U2Nob29sLTQ4MQ==,Kennesaw State University
Betsy,Smith,Betsy Smith,3.7,1.8,75.0,4,2319157,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Lawless,John Lawless,5.0,3.0,100.0,1,2319173,U2Nob29sLTQ4MQ==,Kennesaw State University
Kathryn,Wilhite,Kathryn Wilhite,4.5,1.8,83.3333,6,2319484,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth,Kent,Elizabeth Kent,0.0,0.0,-1.0,0,2319540,U2Nob29sLTQ4MQ==,Kennesaw State University
Lajuan,Simpson-Wilkey,Lajuan Simpson-Wilkey,0.0,0.0,-1.0,0,2319970,U2Nob29sLTQ4MQ==,Kennesaw State University
Yinka,Akinwusi,Yinka Akinwusi,0.0,0.0,-1.0,0,2320874,U2Nob29sLTQ4MQ==,Kennesaw State University
Kimberly,Postell,Kimberly Postell,3.0,1.0,0.0,1,2321603,U2Nob29sLTQ4MQ==,Kennesaw State University
Nicole,Adkins,Nicole Adkins,5.0,1.8,91.6667,10,2322571,U2Nob29sLTQ4MQ==,Kennesaw State University
Lori,Knox,Lori Knox,4.3,2.0,75.0,4,2322894,U2Nob29sLTQ4MQ==,Kennesaw State University
Joanna,Johnson,Joanna Johnson,4.6,1.3,71.4286,7,2324557,U2Nob29sLTQ4MQ==,Kennesaw State University
Carmen,Manektala-Braun,Carmen Manektala-Braun,5.0,3.0,100.0,2,2324908,U2Nob29sLTQ4MQ==,Kennesaw State University
Laura,Wang-Costello,Laura Wang-Costello,1.0,3.0,0.0,1,2325444,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Taylor,Charles Taylor,0.0,0.0,-1.0,0,2326736,U2Nob29sLTQ4MQ==,Kennesaw State University
Lori,Knox,Lori Knox,0.0,0.0,-1.0,0,2327140,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrew,MacFarlane,Andrew MacFarlane,5.0,1.0,100.0,1,2327841,U2Nob29sLTQ4MQ==,Kennesaw State University
Shae,Smith,Shae Smith,2.7,4.0,33.3333,3,2327961,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephen,Ndiritu,Stephen Ndiritu,5.0,2.0,100.0,1,2329671,U2Nob29sLTQ4MQ==,Kennesaw State University
Troy,Darr,Troy Darr,5.0,1.0,100.0,1,2332256,U2Nob29sLTQ4MQ==,Kennesaw State University
Lorilei,Thompson,Lorilei Thompson,3.8,2.8,100.0,6,2332582,U2Nob29sLTQ4MQ==,Kennesaw State University
Rachel,Foster,Rachel Foster,1.9,3.7,30.7692,13,2333038,U2Nob29sLTQ4MQ==,Kennesaw State University
Christina,Catinella,Christina Catinella,0.0,0.0,-1.0,0,2333505,U2Nob29sLTQ4MQ==,Kennesaw State University
Yosina,Hurgobin,Yosina Hurgobin,0.0,0.0,-1.0,0,2333564,U2Nob29sLTQ4MQ==,Kennesaw State University
Kristian,Weatherspoon,Kristian Weatherspoon,3.0,3.0,50.0,4,2333625,U2Nob29sLTQ4MQ==,Kennesaw State University
Yuri,Feito,Yuri Feito,0.0,0.0,-1.0,0,2334155,U2Nob29sLTQ4MQ==,Kennesaw State University
Andrew,Greenberg,Andrew Greenberg,0.0,0.0,-1.0,0,2335730,U2Nob29sLTQ4MQ==,Kennesaw State University
Ramesh,Kuruba,Ramesh Kuruba,0.0,0.0,-1.0,0,2336641,U2Nob29sLTQ4MQ==,Kennesaw State University
Aaron,Mishoe,Aaron Mishoe,4.6,2.6,100.0,5,2339941,U2Nob29sLTQ4MQ==,Kennesaw State University
Paul,Keim,Paul Keim,0.0,0.0,-1.0,0,2340131,U2Nob29sLTQ4MQ==,Kennesaw State University
Latanya,Downer,Latanya Downer,2.0,4.5,0.0,2,2340769,U2Nob29sLTQ4MQ==,Kennesaw State University
Oluwatobi,Fabunmi,Oluwatobi Fabunmi,3.0,3.0,50.0,2,2345215,U2Nob29sLTQ4MQ==,Kennesaw State University
Stephen,Watson,Stephen Watson,5.0,4.0,100.0,1,2349531,U2Nob29sLTQ4MQ==,Kennesaw State University
Sailaja,Pydimarri,Sailaja Pydimarri,1.0,5.0,50.0,1,2350185,U2Nob29sLTQ4MQ==,Kennesaw State University
Camelia,Courtright,Camelia Courtright,3.0,4.0,0.0,1,2350206,U2Nob29sLTQ4MQ==,Kennesaw State University
Janice,Flynn,Janice Flynn,3.0,4.0,0.0,1,2350843,U2Nob29sLTQ4MQ==,Kennesaw State University
Danye,Brown,Danye Brown,1.9,3.0,20.0,10,2352240,U2Nob29sLTQ4MQ==,Kennesaw State University
Linda,Purvis,Linda Purvis,3.0,3.0,100.0,1,2352758,U2Nob29sLTQ4MQ==,Kennesaw State University
Chuang-Sheng,Yang,Chuang-Sheng Yang,4.5,3.8,100.0,4,2353201,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth,Hensley,Elizabeth Hensley,4.0,3.5,50.0,2,2353356,U2Nob29sLTQ4MQ==,Kennesaw State University
Bradley,Serpa,Bradley Serpa,5.0,2.0,100.0,1,2353966,U2Nob29sLTQ4MQ==,Kennesaw State University
Monique,Jackson,Monique Jackson,5.0,2.0,100.0,2,2354358,U2Nob29sLTQ4MQ==,Kennesaw State University
Ginny,Boss,Ginny Boss,4.0,2.0,100.0,2,2358234,U2Nob29sLTQ4MQ==,Kennesaw State University
Sarah,Creet,Sarah Creet,0.0,0.0,-1.0,0,2360227,U2Nob29sLTQ4MQ==,Kennesaw State University
Paula,Thomas-Lee,Paula Thomas-Lee,4.7,2.7,100.0,3,2362344,U2Nob29sLTQ4MQ==,Kennesaw State University
Loretta,Daniels,Loretta Daniels,2.5,2.0,50.0,2,2364663,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Buresh,Robert Buresh,5.0,4.0,100.0,1,2367317,U2Nob29sLTQ4MQ==,Kennesaw State University
Hallie,Eberlein,Hallie Eberlein,3.5,1.5,50.0,2,2367601,U2Nob29sLTQ4MQ==,Kennesaw State University
Meya,Hemphill,Meya Hemphill,4.7,2.3,100.0,3,2368647,U2Nob29sLTQ4MQ==,Kennesaw State University
Nicholas,Walker,Nicholas Walker,0.0,0.0,-1.0,0,2368813,U2Nob29sLTQ4MQ==,Kennesaw State University
Maureen,Beebe,Maureen Beebe,3.0,4.0,0.0,2,2370220,U2Nob29sLTQ4MQ==,Kennesaw State University
Balakrishna,Inamdar,Balakrishna Inamdar,0.0,0.0,-1.0,0,2370699,U2Nob29sLTQ4MQ==,Kennesaw State University
Guoliang,Liu,Guoliang Liu,5.0,2.0,100.0,1,2371319,U2Nob29sLTQ4MQ==,Kennesaw State University
Jonathan,Good,Jonathan Good,4.3,3.3,75.0,4,2371355,U2Nob29sLTQ4MQ==,Kennesaw State University
Huu,Mai,Huu Mai,4.5,3.0,75.0,2,2371731,U2Nob29sLTQ4MQ==,Kennesaw State University
Derrick,Chisolm,Derrick Chisolm,0.0,0.0,-1.0,0,2373296,U2Nob29sLTQ4MQ==,Kennesaw State University
Gary,Weiss,Gary Weiss,3.0,3.0,50.0,4,2374347,U2Nob29sLTQ4MQ==,Kennesaw State University
Elizabeth,Burmester,Elizabeth Burmester,5.0,2.0,100.0,5,2375634,U2Nob29sLTQ4MQ==,Kennesaw State University
Angela,Schiller,Angela Schiller,1.0,5.0,0.0,1,2375680,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Yarnold,Michael Yarnold,1.0,2.0,0.0,1,2376676,U2Nob29sLTQ4MQ==,Kennesaw State University
George,Japaridze,George Japaridze,5.0,3.0,100.0,1,2381236,U2Nob29sLTQ4MQ==,Kennesaw State University
Theodore,Grosch,Theodore Grosch,5.0,3.0,100.0,2,2381399,U2Nob29sLTQ4MQ==,Kennesaw State University
Tyra,Thomas,Tyra Thomas,0.0,0.0,-1.0,0,2383660,U2Nob29sLTQ4MQ==,Kennesaw State University
Cole,Edgar,Cole Edgar,5.0,4.0,100.0,1,2383775,U2Nob29sLTQ4MQ==,Kennesaw State University
Dave,Currie,Dave Currie,5.0,3.0,100.0,1,2389619,U2Nob29sLTQ4MQ==,Kennesaw State University
Saurabh,Gupta,Saurabh Gupta,2.4,3.6,50.0,5,2391545,U2Nob29sLTQ4MQ==,Kennesaw State University
Robert,Grier,Robert Grier,3.0,3.7,47.0588,17,2392199,U2Nob29sLTQ4MQ==,Kennesaw State University
Simon,Shane,Simon Shane,5.0,1.5,100.0,2,2393328,U2Nob29sLTQ4MQ==,Kennesaw State University
Richard,Matthews,Richard Matthews,2.0,4.5,0.0,2,2393442,U2Nob29sLTQ4MQ==,Kennesaw State University
James,Taylor,James Taylor,5.0,3.0,100.0,1,2393568,U2Nob29sLTQ4MQ==,Kennesaw State University
Marilyn,Lovett,Marilyn Lovett,0.0,0.0,-1.0,0,2393575,U2Nob29sLTQ4MQ==,Kennesaw State University
Traci,Swann,Traci Swann,4.0,3.0,100.0,1,2394405,U2Nob29sLTQ4MQ==,Kennesaw State University
Duong,Ho,Duong Ho,5.0,2.0,100.0,5,2395294,U2Nob29sLTQ4MQ==,Kennesaw State University
Solomon,Walker,Solomon Walker,3.0,4.3,0.0,3,2395788,U2Nob29sLTQ4MQ==,Kennesaw State University
Jarrod,Dominick,Jarrod Dominick,5.0,2.0,100.0,1,2395804,U2Nob29sLTQ4MQ==,Kennesaw State University
Kristin,Hegna,Kristin Hegna,4.7,2.0,100.0,3,2396377,U2Nob29sLTQ4MQ==,Kennesaw State University
Joshua,Tolbert,Joshua Tolbert,4.0,3.0,100.0,2,2399248,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Scherer,Brian Scherer,0.0,0.0,-1.0,0,2401416,U2Nob29sLTQ4MQ==,Kennesaw State University
Monique,Richardson,Monique Richardson,1.5,4.1,12.5,8,2401525,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,Strause,Thomas Strause,4.0,1.5,50.0,2,2401718,U2Nob29sLTQ4MQ==,Kennesaw State University
Patrick,McGrath,Patrick McGrath,3.3,3.3,75.0,4,2402973,U2Nob29sLTQ4MQ==,Kennesaw State University
Laura,McCarter,Laura McCarter,5.0,1.6,100.0,5,2403273,U2Nob29sLTQ4MQ==,Kennesaw State University
Johanna,Norry,Johanna Norry,5.0,1.5,100.0,2,2403647,U2Nob29sLTQ4MQ==,Kennesaw State University
Chetan,Dhital,Chetan Dhital,2.5,4.1,45.4545,10,2403737,U2Nob29sLTQ4MQ==,Kennesaw State University
Basheer,Qolomany,Basheer Qolomany,2.7,4.1,42.8571,14,2403747,U2Nob29sLTQ4MQ==,Kennesaw State University
Monique,Richardson,Monique Richardson,0.0,0.0,-1.0,0,2404280,U2Nob29sLTQ4MQ==,Kennesaw State University
Jabari,Cain,Jabari Cain,5.0,1.6,100.0,7,2406952,U2Nob29sLTQ4MQ==,Kennesaw State University
Cameron,Smith,Cameron Smith,0.0,0.0,-1.0,0,2409645,U2Nob29sLTQ4MQ==,Kennesaw State University
Claire,Brogdon,Claire Brogdon,2.0,2.0,0.0,1,2410107,U2Nob29sLTQ4MQ==,Kennesaw State University
Tiffany,Conyers,Tiffany Conyers,5.0,1.5,100.0,2,2410119,U2Nob29sLTQ4MQ==,Kennesaw State University
Nicholas,Alarcon,Nicholas Alarcon,3.0,3.1,50.0,8,2410153,U2Nob29sLTQ4MQ==,Kennesaw State University
Luka,Himmelreich,Luka Himmelreich,5.0,2.0,100.0,1,2411398,U2Nob29sLTQ4MQ==,Kennesaw State University
Diana,Prokopiev,Diana Prokopiev,4.0,2.2,80.0,5,2411900,U2Nob29sLTQ4MQ==,Kennesaw State University
Garrett,Goodwin,Garrett Goodwin,0.0,0.0,-1.0,0,2413044,U2Nob29sLTQ4MQ==,Kennesaw State University
Ali,Barenji,Ali Barenji,4.8,3.0,100.0,5,2414495,U2Nob29sLTQ4MQ==,Kennesaw State University
Abdelbasset,Farahat,Abdelbasset Farahat,5.0,2.5,100.0,12,2417408,U2Nob29sLTQ4MQ==,Kennesaw State University
Mary,Ukuku,Mary Ukuku,1.6,4.7,14.2857,7,2417512,U2Nob29sLTQ4MQ==,Kennesaw State University
Heather,Abbott-Lyon,Heather Abbott-Lyon,5.0,3.0,100.0,2,2418450,U2Nob29sLTQ4MQ==,Kennesaw State University
Alexander,Maslov,Alexander Maslov,3.9,3.6,63.1579,19,2418914,U2Nob29sLTQ4MQ==,Kennesaw State University
Lynn,Stallings,Lynn Stallings,4.3,1.7,100.0,3,2418981,U2Nob29sLTQ4MQ==,Kennesaw State University
Shannon,Joy,Shannon Joy,0.0,0.0,-1.0,0,2419430,U2Nob29sLTQ4MQ==,Kennesaw State University
Erin,Kingston,Erin Kingston,0.0,0.0,-1.0,0,2419460,U2Nob29sLTQ4MQ==,Kennesaw State University
Sohyun,An,Sohyun An,4.8,2.0,100.0,4,2420600,U2Nob29sLTQ4MQ==,Kennesaw State University
Lance,Brouthers,Lance Brouthers,1.0,4.0,0.0,1,2420761,U2Nob29sLTQ4MQ==,Kennesaw State University
Ananta,Acharya,Ananta Acharya,4.3,3.4,73.3333,15,2421377,U2Nob29sLTQ4MQ==,Kennesaw State University
Brody,Smithwick,Brody Smithwick,5.0,2.2,100.0,5,2421714,U2Nob29sLTQ4MQ==,Kennesaw State University
Tom,Parks,Tom Parks,4.6,1.8,100.0,5,2421738,U2Nob29sLTQ4MQ==,Kennesaw State University
Michael,Waterson,Michael Waterson,0.0,0.0,-1.0,0,2422676,U2Nob29sLTQ4MQ==,Kennesaw State University
Megan,DeVoss,Megan DeVoss,5.0,3.0,100.0,1,2422905,U2Nob29sLTQ4MQ==,Kennesaw State University
Travis,Hartin,Travis Hartin,4.7,2.0,100.0,7,2427002,U2Nob29sLTQ4MQ==,Kennesaw State University
Ruti,Padan,Ruti Padan,4.9,2.5,100.0,8,2429954,U2Nob29sLTQ4MQ==,Kennesaw State University
Kimberly,Thorpe,Kimberly Thorpe,4.2,2.2,80.0,5,2430226,U2Nob29sLTQ4MQ==,Kennesaw State University
Brianna,Von Beck,Brianna Von Beck,5.0,2.5,100.0,2,2432120,U2Nob29sLTQ4MQ==,Kennesaw State University
Kevin,McMahon,Kevin McMahon,5.0,2.4,100.0,5,2432908,U2Nob29sLTQ4MQ==,Kennesaw State University
Kevin,McMahon,Kevin McMahon,0.0,0.0,-1.0,0,2433068,U2Nob29sLTQ4MQ==,Kennesaw State University
Marja,Kerney,Marja Kerney,2.7,3.0,0.0,3,2434560,U2Nob29sLTQ4MQ==,Kennesaw State University
Tyrone,Jackson,Tyrone Jackson,5.0,1.0,100.0,1,2435505,U2Nob29sLTQ4MQ==,Kennesaw State University
Amanda,George,Amanda George,4.7,1.3,100.0,3,2435776,U2Nob29sLTQ4MQ==,Kennesaw State University
Howard,Shealy,Howard Shealy,3.0,1.5,66.6667,2,2436396,U2Nob29sLTQ4MQ==,Kennesaw State University
Ashley,Shaw,Ashley Shaw,5.0,2.5,100.0,2,2439710,U2Nob29sLTQ4MQ==,Kennesaw State University
Nicholas,Zeller,Nicholas Zeller,4.5,3.5,100.0,2,2441887,U2Nob29sLTQ4MQ==,Kennesaw State University
Aparna,Krishnan,Aparna Krishnan,4.0,1.9,85.7143,7,2441948,U2Nob29sLTQ4MQ==,Kennesaw State University
Jennifer,Suarez,Jennifer Suarez,5.0,1.0,100.0,1,2442623,U2Nob29sLTQ4MQ==,Kennesaw State University
Jonathan,Lyon,Jonathan Lyon,3.0,4.0,50.0,2,2443143,U2Nob29sLTQ4MQ==,Kennesaw State University
Sarah,North Wolfe,Sarah North Wolfe,0.0,0.0,-1.0,0,2443159,U2Nob29sLTQ4MQ==,Kennesaw State University
Ying,Zhu,Ying Zhu,2.0,3.0,0.0,1,2443579,U2Nob29sLTQ4MQ==,Kennesaw State University
Cynthia,Tufts,Cynthia Tufts,3.5,2.5,75.0,2,2445518,U2Nob29sLTQ4MQ==,Kennesaw State University
Amelia,Fischer,Amelia Fischer,4.0,4.0,0.0,1,2450902,U2Nob29sLTQ4MQ==,Kennesaw State University
Jihye,Kim,Jihye Kim,3.0,3.5,0.0,2,2451165,U2Nob29sLTQ4MQ==,Kennesaw State University
tiffani,stewart,tiffani stewart,0.0,0.0,-1.0,0,2451442,U2Nob29sLTQ4MQ==,Kennesaw State University
La Shonda,Mims,La Shonda Mims,2.6,4.3,35.7143,14,2454527,U2Nob29sLTQ4MQ==,Kennesaw State University
Lois,Ricci,Lois Ricci,0.0,0.0,-1.0,0,2455684,U2Nob29sLTQ4MQ==,Kennesaw State University
James,Wright,James Wright,0.0,0.0,-1.0,0,2456954,U2Nob29sLTQ4MQ==,Kennesaw State University
Raynice,Jean-Sigur,Raynice Jean-Sigur,5.0,2.3,100.0,3,2457016,U2Nob29sLTQ4MQ==,Kennesaw State University
Burton,Speakman,Burton Speakman,5.0,3.8,100.0,4,2459413,U2Nob29sLTQ4MQ==,Kennesaw State University
Steven,Bullock,Steven Bullock,1.0,5.0,0.0,1,2459468,U2Nob29sLTQ4MQ==,Kennesaw State University
Swason,Jabri,Swason Jabri,1.5,4.0,0.0,2,2460663,U2Nob29sLTQ4MQ==,Kennesaw State University
Charity,Bryan,Charity Bryan,0.0,0.0,-1.0,0,2460977,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Neville,John Neville,0.0,0.0,-1.0,0,2463264,U2Nob29sLTQ4MQ==,Kennesaw State University
Kim,Kammerdiener,Kim Kammerdiener,4.0,3.0,100.0,1,2463280,U2Nob29sLTQ4MQ==,Kennesaw State University
Shiloh,Garcia,Shiloh Garcia,5.0,2.0,100.0,4,2463790,U2Nob29sLTQ4MQ==,Kennesaw State University
Matthew,Wilson,Matthew Wilson,0.0,0.0,-1.0,0,2463972,U2Nob29sLTQ4MQ==,Kennesaw State University
Oksana,Tikhonovsky,Oksana Tikhonovsky,4.8,3.6,100.0,5,2465286,U2Nob29sLTQ4MQ==,Kennesaw State University
Sketch,MacQuinor,Sketch MacQuinor,0.0,0.0,-1.0,0,2466542,U2Nob29sLTQ4MQ==,Kennesaw State University
Jerald,Hendrix,Jerald Hendrix,0.0,0.0,-1.0,0,2468407,U2Nob29sLTQ4MQ==,Kennesaw State University
Rezhin,Qader,Rezhin Qader,0.0,0.0,-1.0,0,2468796,U2Nob29sLTQ4MQ==,Kennesaw State University
Deborah,King,Deborah King,0.0,0.0,-1.0,0,2469903,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,Charles,Thomas Charles,4.7,2.1,100.0,9,2470181,U2Nob29sLTQ4MQ==,Kennesaw State University
Jennifer,Brown,Jennifer Brown,0.0,0.0,-1.0,0,2470247,U2Nob29sLTQ4MQ==,Kennesaw State University
Sawsan,Jabri,Sawsan Jabri,4.2,2.8,80.0,5,2472092,U2Nob29sLTQ4MQ==,Kennesaw State University
Jen,Riley,Jen Riley,5.0,2.0,100.0,13,2474380,U2Nob29sLTQ4MQ==,Kennesaw State University
Todd,Wedge,Todd Wedge,0.0,0.0,-1.0,0,2479066,U2Nob29sLTQ4MQ==,Kennesaw State University
Ela,Oncul,Ela Oncul,5.0,1.5,100.0,2,2481180,U2Nob29sLTQ4MQ==,Kennesaw State University
Earl,Smith,Earl Smith,1.0,2.7,33.3333,3,2482955,U2Nob29sLTQ4MQ==,Kennesaw State University
Ji,Li,Ji Li,4.4,2.2,100.0,5,2484174,U2Nob29sLTQ4MQ==,Kennesaw State University
Thomas,Sterns,Thomas Sterns,5.0,2.3,100.0,3,2484513,U2Nob29sLTQ4MQ==,Kennesaw State University
Yuquan,Holloway,Yuquan Holloway,5.0,2.0,100.0,3,2485221,U2Nob29sLTQ4MQ==,Kennesaw State University
Allen,Roberts,Allen Roberts,5.0,2.5,100.0,2,2487968,U2Nob29sLTQ4MQ==,Kennesaw State University
Olivia,Hopkins,Olivia Hopkins,0.0,0.0,-1.0,0,2489735,U2Nob29sLTQ4MQ==,Kennesaw State University
Brian,Cherer,Brian Cherer,3.0,3.5,66.6667,2,2490720,U2Nob29sLTQ4MQ==,Kennesaw State University
Kris,Durocher,Kris Durocher,3.7,3.0,66.6667,3,2490723,U2Nob29sLTQ4MQ==,Kennesaw State University
Reyes,Lorraine,Reyes Lorraine,0.0,0.0,-1.0,0,2490985,U2Nob29sLTQ4MQ==,Kennesaw State University
Lorraine,Rodriguez-Reyes,Lorraine Rodriguez-Reyes,0.0,0.0,100.0,0,2491742,U2Nob29sLTQ4MQ==,Kennesaw State University
Rodney,Turner,Rodney Turner,4.5,2.0,100.0,2,2492046,U2Nob29sLTQ4MQ==,Kennesaw State University
Sabina,Carlson,Sabina Carlson,5.0,2.0,100.0,1,2493059,U2Nob29sLTQ4MQ==,Kennesaw State University
Allen,Eison,Allen Eison,5.0,3.0,100.0,1,2493636,U2Nob29sLTQ4MQ==,Kennesaw State University
Neil,Chambliss,Neil Chambliss,0.0,0.0,-1.0,0,2497337,U2Nob29sLTQ4MQ==,Kennesaw State University
John,Rusk,John Rusk,3.5,2.8,100.0,4,2498223,U2Nob29sLTQ4MQ==,Kennesaw State University
Terri,Pickens,Terri Pickens,3.0,4.0,100.0,1,2499379,U2Nob29sLTQ4MQ==,Kennesaw State University
Nicholas,Farmer,Nicholas Farmer,0.0,0.0,-1.0,0,2500777,U2Nob29sLTQ4MQ==,Kennesaw State University
Sam,Peng,Sam Peng,0.0,0.0,-1.0,0,2503061,U2Nob29sLTQ4MQ==,Kennesaw State University
Eric,Nimer,Eric Nimer,5.0,3.0,100.0,2,2503063,U2Nob29sLTQ4MQ==,Kennesaw State University
Barbara,Hurley,Barbara Hurley,0.0,0.0,-1.0,0,2506521,U2Nob29sLTQ4MQ==,Kennesaw State University
Joseph,Mews,Joseph Mews,3.0,1.0,100.0,1,2507676,U2Nob29sLTQ4MQ==,Kennesaw State University
Charles,Perrin,Charles Perrin,0.0,0.0,-1.0,0,2509065,U2Nob29sLTQ4MQ==,Kennesaw State University
